pain in upper back (over left shoulder blade)	279038004
could not walk	228158008
tightness in legs	250069006
inability to concentrate	60032008
cramping in calf	250084002
poor concentration	26329005
cramps in my fingers	250082003
losing the feeling in his right hand	309086004
pain in the legs	10601006
stiff upper leg	225609009
stiffness similar to arthritis	271587009
foot pain	47933007
numbness in my feet	309538000
could not walk 75 feet	8510008
stomach aches	271681002
elbow painful	74323005
pain/cramps in both my legs	10601006
burning feet in toe area	36031001
stomach cramping	51197009
sleep loss	301345002
lower legs hurt	10601006
burning sensations in upper chest	90673000
significant limp	16973004
sick to my stomach	162059005
poor sleep	301345002
right foot hurts	47933007
pain in hand	53057004
difficulty to walk	228158008
massive heart attack	22298006
right heel pain	2733002
lost muscular strength	26544005
hard to pick up feet	228158008
terrible pains in big toe	285365001
charlie horse in feet	54981004
pains in my hip	49218002
difficulty walking due to swelling in legs	228158008
fingers twitching	60238002
leg heaviness	161873000
severe cramping in my back	203095000
some concentration problems	26329005
difficult to concentrate	26329005
no sex drive	8357008
zombie like tired	224960004
stiff	271587009
tired more than ususal	224960004
couldnt walk	228158008
pain in foot	47933007
tired	224960004
severe neuropathy	386033004
legs are killing me	10601006
loss of strength	26544005
finger stiffness	271587009
charley horses in sides	54981004
shin pain	10601006
muscles feel like a wet dish rag	26544005
rarely sleep well	301345002
blood in my stool	405729008
legs are sore	10601006
problems sleeping	301345002
very bad pain	76948002
lost all strength	26544005
sporadic lower abdominal cramping	51197009
pain in my left hip	49218002
pain is severe	76948002
exhausted	60119000
serious feet cramping	102551008
pain on the sole of my feet	47933007
strong tingling in one hand	309086004
thigh pain	78514002
could not walk without falling	228158008
feet are cramping	102551008
significant strength reduction	26544005
hardly walk	228158008
stomache aches	271681002
not motivated to do anything	277521002
pain in upper legs	78514002
excrutiating pain	67849003
cramps in hands	250082003
foot was hurting	47933007
pain in my lower leg	10601006
cramping in calves	250084002
charley horses in legs	54981004
tightness in throat with occasional choking problem	247323005
tendons hurt	21545007
pain in legs	10601006
numbness in my hands	309521004
pain in my hip	49218002
heart attact	22298006
lower legs have been hurting	10601006
charley horses in the abdomen	54981004
ankles ache so bad	247373008
muscles weak	26544005
