could barely move	8510008
cannot concentrate	60032008
could barely walk	228158008
upset my stomach	162059005
terrible pain in my ankles	247373008
heel pain	2733002
pain in right thigh	78514002
tightness in legs	250069006
loss of support in all muscels in particular calf and leg	26544005
stomach cramping	51197009
intense, horrid pain	76948002
elbow painful	74323005
ability to concentrate	60032008
barely walk	228158008
feet hurt	47933007
so tired	224960004
severe stomach upset	162059005
lost muscular strength	26544005
tremors although the body	26079004
hideous constant pain	426206001
aching in legs	10601006
joint pain in my hips	49218002
pain in legs	10601006
cause me to limp	16973004
sore feet (faciitis)	202882003
exhausting	60119000
leg calf cramps	250084002
severe muscle weakness	26544005
aching in toes	285365001
sore feet	47933007
caused me to limp	16973004
forgetfullness	55533009
stiffness in legs	225609009
legs feel leaden	161873000
lack of ability to concentrate	60032008
excrutiating pain	67849003
ache was extreme, almost unbearable	76948002
tendonitis	21545007
thigh pain	78514002
attack of restless leg syndrome	32914008
numb toes	309538000
inability to concentrate	60032008
hands numb	309521004
pain in both upper legs	78514002
burning sensations in shoulders	90673000
calf muscle cramping	250084002
calf cramps	250084002
problems with concentration	60032008
sleep is not very sound	301345002
soreness in upper back	279038004
charley horses	54981004
dificultly in walking	228158008
pain in their toes	285365001
moody	286641001
knees seized up	249913002
nerve problems in shoulder	386033004
stomach pain	271681002
impaired my ability to exercise	267044007
decrease in sexual desire	8357008
could not sleep well	301345002
feet is painful	47933007
ankles ache so bad	247373008
left heel pain	2733002
limits my ability to walk	228158008
loss the will to do anything	277521002
cramping in my stomach	51197009
pain/cramps in both my legs	10601006
hobbling	228158008
extreme pain	76948002
burning feet	36031001
stength and stamina destroyed	248277009
not motivated to do anything	277521002
feet still hurt	47933007
cramps in my left calf	250084002
very painful feet	47933007
hardly walk	228158008
bottom of my foot is extremely tender	47933007
severe numbness in hand	309521004
ankle pain	247373008
hands tingling	309086004
stomack pains	271681002
elbows burning	90673000
feet numbing	309538000
ankles and the soles of my feet feels like i was walking on hot coals	36031001
legs always feeling like lead	161873000
very confused	40917007
feet are cramping	102551008
lack of concentration	60032008
fingertips scaly	16386004
hand pain	53057004
bottoms of feet hurt	47933007
i can't stand or walk for any lengths of time	8510008
discomfort in right side upper and lower of stomach area	271681002
charley horses in sides	54981004
seriously upset my stomach	162059005
extreme constant pain	426206001
stiff upper leg	225609009
twitch	249966004
feel achy	47933007
terrible concentration	26329005
numbness in toes	309539008
fingers twitching	60238002
decreased libdo	8357008
right hand has been getting numb	309521004
burning	90673000
could not stop shaking	26079004
charley horses in calves	54981004
heel is hot	36031001
stiffness in both knees	249913002
legs ache so bad	10601006
hands tingle	309086004
lack of enthusiasm	277521002
cannot walk more than 5 yards	228158008
charley horses in the abdomen	54981004
muscle cramps in ribs	203095000
pain in feet	47933007
strength depletion	26544005
muscle twitching on bottom of feet	60238002
tummy pains	271681002
pain on the sole of my feet	47933007
couldn't walk	228158008
cramping in calf	250084002
spasms in my back	203095000
blood in bowel movements	405729008
plantar fasciitis in my feet	202882003
cramps in hands	250082003
in forearms tightness	250069006
pain really bad	76948002
comfortably couldn't walk	228158008
sporadic lower abdominal cramping	51197009
make me so tired	224960004
neurophaty	386033004
numbness in my feet	309538000
added weight	262286000
terrible pains in ankle	247373008
pain in elbows	74323005
belly weight gain	262286000
total muscel weakness	26544005
very bad pain	76948002
forget things all the time	55533009
hip hurt	49218002
can hardly sleep	228158008
stomach pains	271681002
my toes ached	285365001
restricted movement	70733008
doesnt sleep very well at night	301345002
weakness in muscles	26544005
pain in my hip	49218002
went down muscles	26544005
terrible pains in big toe	285365001
burning sensations	90673000
can not sleep	301345002
sleep loss	301345002
pains in legs	10601006
terribe pain	76948002
aches and stiffness knees	249913002
gut wrenching pain	76948002
heavy legs	161873000
pain in leg	10601006
hard time sleeping	301345002
weight increased	262286000
plantar fasciitis	202882003
numbness in right toe	309539008
sick to stomach	162059005
miocardial infarction	22298006
face looks puffy	278528006
severe pain	76948002
right foot hurts	47933007
feet sore	47933007
exhausted	60119000
knees stiff	249913002
always feeling tired	60119000
very bad pains in hands	53057004
couldn't walk across the room	228158008
difficult to sleep	301345002
muscles very tight	250069006
pain in bottom of feet	47933007
went down stamina	248277009
drive is knocked down	277521002
feet pain	47933007
not concentrating well	60032008
elbow pain	74323005
no motivation	277521002
pain in my right heel	2733002
decrease in muscle strength	26544005
cramping in feet	102551008
taking one's appetite for sex away	8357008
concentration is worse than ever	26329005
tingeling in fingers	309086004
low sex drive	8357008
strength decrease dramatically	26544005
could not walk without falling	228158008
lack of strength	26544005
hand tremors	26079004
significant limp	16973004
cramps in my feet	102551008
serious feet cramping	102551008
ball of the foot would feel as if it was inflamed	36031001
intense pain	76948002
cramping in wrists & hands	250082003
severe abdominal cramping	51197009
trouble sleeping	301345002
limped	16973004
hobbling around	16973004
always exhausted	60119000
pain in the legs	10601006
horrible pain	76948002
low libido	8357008
legs are restless	32914008
bottoms of my feet hurt	47933007
very shaky	26079004
hard time walking	228158008
difficulty walking due to swelling in legs	228158008
muscle twitching on calves	60238002
heaviness in the legs	161873000
prickling,numbness in hand	309521004
decrease in overall strength	26544005
slight swelling of cheeks	278528006
could hardly walk	228158008
hideously increased muscle tension	250069006
twitching	249966004
hard to pick up feet	228158008
pains in my hip	49218002
so much pain	76948002
stomach aches	271681002
sore ankles	247373008
stomach ache	271681002
myocardial infarction	22298006
sick to my stomach	162059005
neuropathy	386033004
throbbing,burning sensation	90673000
stomache aches	271681002
restless leg syndrom	32914008
leg pain	10601006
cramping in toes	102551008
pain in the leg	10601006
lack libido	8357008
plantar fasciatis	202882003
twitching in thighs	249966004
my legs became lead	161873000
very severe pains	76948002
legs ached	10601006
pain in ankles	247373008
debillitating leg pain	10601006
severe muscle pain in hip joints	49218002
pain inbetween both shoulder blades	279038004
decreased libido	8357008
hands are tingling	309086004
very tired	224960004
stomach cramps	51197009
sex drive has decreased	8357008
blood in stool	405729008
chronic elbow pain in both arms	74323005
stiffness similar to arthritis	271587009
thighs sore	78514002
ankles started aching	247373008
sore legs	10601006
tightness of throat	247323005
elbows would burn like fire	90673000
pain between my shoulder blades	279038004
hands are somewhat numb	309521004
heart attach	22298006
aches in hands	53057004
pains in hands	53057004
pain in my lower legs	10601006
lower tendon pain	21545007
excercise intolerance	267044007
numbness and tingling in my hands	309521004
burning of shoulders	90673000
zombie like tired	224960004
severe burning of the feet	36031001
more tiered	224960004
can barely walk	228158008
pain in their feet	47933007
constant muscle tension in legs	250069006
stomach trouble, or cramps	51197009
stomach distress	162059005
hand numbness	309521004
charlie horses	54981004
exercise intolerance	267044007
mild heart attack	22298006
blood in my stool	405729008
pain of the hip joint	49218002
concentration is poor	26329005
hip pains	49218002
charley horse in one or both breasts	54981004
right hand has been hurting	53057004
aching in hips	49218002
decreased sex drive	8357008
ball of my left foot was so painful	47933007
heart attack	22298006
stiffness in my feet	225609009
lost all the strength in my muscles	26544005
heart attackes	22298006
back spasms	203095000
ache and discomfort in my legs	10601006
toes went into muscle spasms	102551008
numbness in toes	309538000
pain in every tendon in my body	21545007
right heel pain	2733002
pain in stomach	271681002
charley horses in breasts	54981004
thinking problems	26329005
severe muscle pains	76948002
could barely walk across the room	228158008
extreme forgetfulness	55533009
burning ankles	90673000
decreased stamina	248277009
pain in my hips	49218002
acute pain in both feet	47933007
it's a chore to just walk around	228158008
left leg, below the knee, experienced stiffness	225609009
poor sleep	301345002
pain in my stomach	271681002
passing blood and clots with stoals	405729008
pain in my lower legs and feet	10601006
pain unbearable	67849003
muscle twitches	60238002
pain in elbow	74323005
legs ache	10601006
tingling hands	309086004
muscle cramps in my calf muscles	250084002
hands sore	53057004
severe neuropathy	386033004
developed sore legs	10601006
terrible pain in my feet	47933007
pain in their shins	10601006
difficulty concentratiing	26329005
felt like i had lead in my legs	161873000
stiffness in whole body	271587009
tremors in right hand	26079004
hips hurt	49218002
difficulty walking	228158008
aches in hip joint	49218002
super dry skin	16386004
severn calf cramps	250084002
problems sleeping	301345002
weight increase	262286000
feet pains	47933007
very very tired	224960004
charlie horse in feet	54981004
could not walk	228158008
charley horses in abdomen	54981004
pain in hand	53057004
legs twitching	60238002
numbing of my feet	309538000
decreased mobility	8510008
body stiffness	271587009
pain in my lower leg	10601006
extremely tired	224960004
elbows sore	74323005
extreme muscle spazms in my lower back	203095000
weak muscles	26544005
tendons hurt	21545007
could not walk 75 feet	8510008
tightness in throat with occasional choking problem	247323005
loss of any sex drive	8357008
upset stomache	162059005
rarely sleep well	301345002
burning of ankles	90673000
sore hip(tightit band)	49218002
charlie horse in my calves	54981004
impaired my ability to take long walks	267044007
pain in foot	47933007
when i went to sit down instead of sitng normaly i would almost fall down in the chair no control no strength, upon getting up i had to hold on to something to get up	26544005
pain in the pit of my stomach	271681002
stomich ake	271681002
horrible back spasms	203095000
loss of range of motion	70733008
hip pain	49218002
calf cramping	250084002
pain was unbearable	67849003
acute pain in the legs	10601006
hips pain	49218002
pain is so intense	76948002
burning feeling	90673000
trouble walking	228158008
metal moods	286641001
very severe pain in hands	53057004
numbness in all toes	309539008
joint pain in the hips	49218002
right heel became painful	2733002
losing strength	26544005
memory confusion	40917007
hip joint pain	49218002
lower back is also tight	250069006
mussel twitches	60238002
heavy aching legs	161873000
pains in hips	49218002
lack of motivation	277521002
calf leg cramps	250084002
shaking	26079004
muscle pain in upper back	279038004
upset stomach	162059005
servere pain	76948002
deeper muscle twitches on thighs	60238002
pain is severe	76948002
massive heart attack	22298006
loss of sex drive	8357008
dragging legs	228158008
severe pain close to my the crotch area	76948002
numbness in all of my toes	309539008
pains in his legs	10601006
excruciatig pain	67849003
sever stomach cramps	51197009
movement is restricted	70733008
difficulty sleeping	301345002
forgetfulness	55533009
cramping in my hands	250082003
no sex drive	8357008
leg pains	10601006
in both legs pain	10601006
back pain upper	279038004
