burning feet in toe area	36031001
neurophathy	386033004
drained and tired	224960004
serious pain	76948002
muscle twitching in both arms	60238002
difficult to walk	228158008
neurophaty	386033004
cramping in both calves	250084002
intense pain	76948002
not concentrating well	60032008
lost all the strength in my muscles	26544005
severe pain close to my the crotch area	76948002
muscles very tight	250069006
calf cramps	250084002
hideously increased muscle tension	250069006
pain in their toes	285365001
sporadic lower abdominal cramping	51197009
hip pain	49218002
numbing of my feet	309538000
lack of ability to concentrate	60032008
loss of endurance	248277009
legs are killing me	10601006
lead legs	161873000
chronic elbow pain in both arms	74323005
stomache aches	271681002
muscle twitches	60238002
ankle hurt	247373008
cramping in toes	102551008
severe plantar faciitis	202882003
loss of sex drive	8357008
burning of shoulders	90673000
cramping in calves	250084002
hands are tingling	309086004
moody	286641001
losing the feeling in his right hand	309086004
difficulty picking my feet up	228158008
severe abdominal cramping	51197009
aches and stiffness knees	249913002
finger stiffness	271587009
back pain upper	279038004
pain in hand	53057004
stiffness	271587009
debillitating leg pain	10601006
thigh pain	78514002
ball of the foot would feel as if it was inflamed	36031001
heart attach	22298006
constant pain	426206001
pain in my left hip	49218002
muscle weakness	26544005
stomach discomfort	271681002
feet hurt	47933007
deeper muscle twitches on butt	60238002
plantar fasciatis	202882003
could not stop shaking	26079004
charley horses	54981004
movement restriction	70733008
exhausting	60119000
calf muscle cramping	250084002
severe pain	76948002
excrutiating pain	67849003
heavy legs	161873000
charlie horse in feet	54981004
hands numb	309521004
pain in legs	10601006
pain really bad	76948002
in both legs pain	10601006
charley horse in my side	54981004
legs just ached	10601006
muscle pain in feet	47933007
weight increase	262286000
server pain	76948002
cramps in my feet	102551008
burning sensation	90673000
stiffness at left knee	249913002
heart attackes	22298006
heart attacks	22298006
elbows sore	74323005
heart attack	22298006
muscle cramps in ribs	203095000
lack of concentration	60032008
no strength	26544005
feet is painful	47933007
feel achy	47933007
legs twitching	60238002
could not walk	228158008
feet pains	47933007
cannot sleep	301345002
forget things all the time	55533009
metal moods	286641001
decreased libdo	8357008
numbness in left toe	309539008
severe stomach upset	162059005
blood in bowel movements	405729008
numbness hands	309521004
fingertips scaly	16386004
belly weight gain	262286000
charley horses in legs	54981004
loss of range of motion	70733008
left heel pain	2733002
stomach pains	271681002
restless legs	32914008
developed sore legs	10601006
cramping in wrists & hands	250082003
stiffness in leg joint	225609009
pain in both upper legs	78514002
extreme pain	76948002
difficulty to walk	228158008
pain in every tendon in my body	21545007
sick at stomach	162059005
poor sleep	301345002
muscle weakness in mouth area	26544005
bottoms of feet hurt	47933007
hard to sleep	301345002
stiffness in whole body	271587009
could barely move	8510008
low libido	8357008
could barely walk	228158008
pain in my foot	47933007
fingers twitching	60238002
burning sensations	90673000
joint pain in the hips	49218002
hard time sleeping	301345002
muscle pain in upper back	279038004
facial swelling	278528006
ball of my left foot was so painful	47933007
exhaustion after exercise	267044007
serious feet cramping	102551008
charley horses in the abdomen	54981004
can barely walk	228158008
tightness in my throat	247323005
general body stiffness	271587009
pain in upper legs	78514002
constant pain shoulders	426206001
muscle twitching on bottom of feet	60238002
stiff quad area	225609009
barely walk	228158008
persistent dry skin spots	16386004
cramping in my stomach	51197009
tendonitis	21545007
mental confusion	40917007
painful stomach cramps	51197009
could'nt concentrate	60032008
cannot walk more than 5 yards	228158008
tight throat	247323005
decrease in overall strength	26544005
twitching in thighs	249966004
burning sensations in upper chest	90673000
foot cramps	102551008
decrease in sexual desire	8357008
comfortably couldn't walk	228158008
no concentration	60032008
legs are restless	32914008
legs feel leaden	161873000
pain in foot	47933007
hands are somewhat numb	309521004
