severe pain in arm	102556003
could barely move	8510008
cannot concentrate	60032008
weakness in both arms	309774006
could barely walk	228158008
irritibility	55929007
upset my stomach	162059005
whole body hurts	82991003
severe uterine cramping	29542008
tingling on left arm	62507009
blood sugar elevated	166892002
terrible pain in my ankles	247373008
"""back labor"" pains"	161891005
muscle pain just below shoulder blades	288226003
heel pain	2733002
uterus starting to have spasms	29542008
pain in right thigh	78514002
worse migraines	37796009
memory (sht term)loss	247592009
tightness in legs	250069006
feeling tired all the time	267032009
loss of support in all muscels in particular calf and leg	26544005
tired all the time	267032009
worst pain i have ever experienced	22253000
aching (like the flu)	82991003
can't get out of bed in the morning	301676004
muscle cramps in lower legs	449918009
stomach cramping	51197009
general weakness in my hands	162076009
pain in lower back	279039007
inflamatory muscle pain	68962001
menstrual cramps without vaginal bleeding	431416001
generalized skin discoloration	162076009
intense, horrid pain	76948002
felt flu-like	95891005
elbow painful	74323005
weird toe tingling	62507009
ability to concentrate	60032008
tired lower arms and legs muscel	80449002
barely walk	228158008
feet hurt	47933007
disabling fatigue	13791008
aching over my entire body	82991003
frequent headaches	25064002
muscle aches in thighs	288230000
uncontrollable gas	267052005
so tired	224960004
aching pain across my shoulders	45326000
myalgia	68962001
athritic pain	57676002
started going numb legs	309537005
severe stomach upset	162059005
terrible abdominal pain	21522001
constant sleepiness	77692006
muscle pain in thighs	288230000
turning in bed is painful	425423002
inflammation in my back muscles	55300003
calves joint pain in	267953003
lost muscular strength	26544005
tremors although the body	26079004
acidic bile at the back of my throat	698065002
hideous constant pain	426206001
severe headaces	25064002
diahhrea	62315008
tingling and sunny sensation on my face	62507009
aching in legs	10601006
joint pain in my hips	49218002
pain in legs	10601006
cause me to limp	16973004
feel pretty lousy	367391008
reduced feeling below the knees	429783005
extreme agitation	24199005
sore cheek muscles	68962001
aching in shoulders	267949000
bleed	131148009
sore feet (faciitis)	202882003
exhausting	60119000
leg calf cramps	250084002
severe muscle weakness	26544005
elevated liver enzymes	166643006
aching in toes	285365001
i didn't feel right	367391008
sore feet	47933007
elevated creatine	166717003
caused me to limp	16973004
forgetfullness	55533009
shoulders hurt	45326000
little gas	267052005
stiffness in legs	225609009
feeling sick	213257006
legs feel leaden	161873000
lack of ability to concentrate	60032008
severe joint aches	57676002
numbness in my shins	309537005
gass	162076009
joint ache	57676002
spasms in upper thighs	45352006
strange poisen-ivy like rash on chest and breast	271807003
weakness in my legs	309774006
dibilitating problem with both of my arms	309774006
pain in muscles	68962001
inability to think fast enough	247640008
excrutiating pain	67849003
hair loss (diffuse alopecia)	278040002
spike in my blood sugar	166892002
arthritice	3723001
excessive sleep	77692006
abdominal pain	21522001
loss of hair	278040002
excessive cramping	55300003
myopathy	129565002
ache was extreme, almost unbearable	76948002
parkinson's	49049000
resting pulse jumped to between 100 and 105	86651002
tendonitis	21545007
calves muscle pain in	300954003
thigh pain	78514002
severe insomnia	193462001
pressure pain	22253000
gi distress	162076009
legs are very weak	80449002
affecting my stomach(acid reflux)	698065002
short term memory affected	247592009
abdominal gas	162076009
attack of restless leg syndrome	32914008
short-term memory loss	247592009
pain in knee	30989003
numb toes	309538000
skin rash	271807003
type ii diabetic	44054006
inability to concentrate	60032008
hands numb	309521004
hurt to walk	426899007
inablity to walk	282145008
loss of coherent thought	247640008
pain in both upper legs	78514002
ubiquinol	77424011000036100
burning sensations in shoulders	90673000
hair falling out	278040002
diahrrea	62315008
anorexic	79890006
calves are sore and tender to the touch	300954003
memory lapses	386807006
calf muscle cramping	250084002
tingling toes	62507009
calf cramps	250084002
pain in leg muscles	288231001
tylonol	3080011000036109
problems with concentration	60032008
pain in my calves	300954003
sleep is not very sound	301345002
pain when i sit down or stand from a sitting position	425423002
severe muscle aces	68962001
calf sensation turned painful	300954003
light head	386705008
decreased cognitive skills	386806002
very weak	13791008
painful inflamation of joints	57676002
felt like i was coming down with flu	95891005
soreness in upper back	279038004
i feel like i've been run over by a truck	102480002
muscles wasting	88092000
achiness	22253000
pins and needles on right arm	62507009
charley horses	54981004
pain in my abdomen	161891005
cramps in left leg	449917004
could not sleep	248255005
painful joints	57676002
very sore muscle pain in both shoulders	288226003
chest tightness	23924001
difficult swallowing	288939007
dificultly in walking	228158008
diarrhoea	62315008
gas pains in back	271832001
tingling in toes and feet	62507009
pain in their toes	285365001
pain in knees	30989003
weakness in legs	309774006
moody	286641001
numbness on left arm	298753001
very painful muscle aches in the neck	68962001
extreme fatique	13791008
knees seized up	249913002
have no energy	248274002
severe muscle spasms in my legs	55300003
pain in my shoulder	45326000
tingling in the scalp	62507009
malaisse	367391008
nerve problems in shoulder	386033004
joint pain in my knees	30989003
flatulance	267052005
suicidal depression	35489007
stomach pain	271681002
impaired my ability to exercise	267044007
extremely fatigued	13791008
gastric bleed	162076009
ache	22253000
numness aching feeling to my left arm	298753001
decrease in sexual desire	8357008
migrains	37796009
could not sleep well	301345002
knotting muscles	55300003
ibu	21885011000036105
feet is painful	47933007
heavy bleeding	131148009
ankles ache so bad	247373008
cortozone injections	21779011000036103
very painful muscle aches in calves	288231001
walking up the stairs was intolerable	165247006
mentally weaker	419723007
wrong with my liver	235856003
feeling horrible like a severe flu just hit me	213257006
increased bp	24184005
left heel pain	2733002
sex drive became non-existant	248096004
pins and needles feeling	62507009
q10	77424011000036100
muscle aches in arms	68962001
extreme tiredness	84229001
limits my ability to walk	228158008
cant walk	282145008
top outer thigh muscle starts to feel very warm, then get numb and lastly it starts to feel very cool (like the icy hot patch)	309537005
heavy menstral cycles	386692008
loss the will to do anything	277521002
cramping in my stomach	51197009
pain/cramps in both my legs	10601006
hobbling	228158008
muscle aches & pains	68962001
neck hurt	81680005
arthritis	3723001
severe muscle aches	68962001
hard to stay awake	271782001
diahrea	62315008
extreme pain	76948002
muscle pain in the leg	288231001
at times felt like i'm going blind	63102001
mini-strokes	230690007
malaise	367391008
burning feet	36031001
stength and stamina destroyed	248277009
problems with various muscles	129565002
sore weak muscles	68962001
lower back pain	279039007
not motivated to do anything	277521002
feet still hurt	47933007
cramps in my left calf	250084002
very painful feet	47933007
dizziness (fainting spells)	404640003
cpk mildly elevated	166717003
losing muscle	88092000
hardly walk	228158008
cortison shots	21779011000036103
sever arthritic condition	3723001
vomit	422400008
lost my ability to walk	282145008
arthritic pain	57676002
bottom of my foot is extremely tender	47933007
severe numbness in hand	309521004
muscle weakness in my legs	309774006
can't walk up stairs	165247006
ankle pain	247373008
