pain in upper back (over left shoulder blade)	279038004
gastritis	162076009
hard to get out of bed in the morning	301676004
very weak	13791008
uterine cramps	29542008
foggy-headedness	419723007
muscle spasams in face and neck	55300003
loss of energy	248274002
muscle spasm	55300003
could not walk	228158008
muscles slightly sore	68962001
weakness in leg muscles	309774006
leg weakness	309774006
uncontrollable gas	267052005
tightness in legs	250069006
mood change	18963009
rhabdomyolysis/muscle loss	88092000
joints hurt	57676002
joint soreness	57676002
inability to concentrate	60032008
dosent want to get out of bed	301676004
joint ache	57676002
coq	77424011000036100
cramping in calf	250084002
tingling in fingers	62507009
heart issues	56265001
tingling toes	62507009
poor concentration	26329005
cramps in my fingers	250082003
slight nausea	422587007
losing the feeling in his right hand	309086004
occasional leg cramps	449917004
slight muscle soreness in arms	288228002
unable to walk	282145008
loss of muscle structure in the calf muscles	88092000
gastro/ent	162076009
pain in the legs	10601006
muscle soreness	68962001
weakness in knees	309774006
period cramps	431416001
flu symptons	95891005
stiff upper leg	225609009
vitamin c crystals	77435011000036104
stiffness similar to arthritis	271587009
back pain	161891005
foot pain	47933007
pain in chest	29857009
mentally weaker	419723007
tingling and sunny sensation on my face	62507009
numbness in my feet	309538000
fuzzy thinking	247640008
muscles hurt	68962001
acidic bile at the back of my throat	698065002
could not walk 75 feet	8510008
stomach aches	271681002
elbow painful	74323005
muscle pain just below shoulder blades	288226003
visual disturbances	63102001
increased blood pressure	24184005
trouble with my liver	235856003
pain/cramps in both my legs	10601006
wieght gain	8943002
burning feet in toe area	36031001
occasional dizziness	404640003
cramps in chest	55300003
knees hurt	30989003
parkinsons	49049000
stomach cramping	51197009
flu like symtoms	95891005
falling asleep all the time	77692006
sleep loss	301345002
reduced feeling below the knees	429783005
muscle spasmns in legs	449917004
cortisone shot	21779011000036103
lower legs hurt	10601006
sore muscles	68962001
burning sensations in upper chest	90673000
weakness in back	309774006
significant limp	16973004
vertigo like attack	399153001
sick to my stomach	162059005
weakness in his knees	309774006
cramps	55300003
ill feeling	367391008
vitamins c	77435011000036104
muscle aches in arms	68962001
poor sleep	301345002
right foot hurts	47933007
insomnia	193462001
pain in hand	53057004
inablity to walk	282145008
difficulty to walk	228158008
muscule aches & pains	68962001
general muscle weakness	162076009
massive heart attack	22298006
severe headaches	25064002
right heel pain	2733002
muscle aches & pains	68962001
lost muscular strength	26544005
hurt	22253000
hard to pick up feet	228158008
painful inflamation of joints	57676002
terrible pains in big toe	285365001
general muscle soreness	162076009
aggitation	24199005
knees aches	30989003
back muscle pain in the	161891005
jointaches	57676002
pain in almost every muscle	68962001
short-term memory loss	247592009
sleeplesness	193462001
no sleep	248255005
muscles aches	68962001
pain in shoulder joint	267949000
sever arthritic condition	3723001
charlie horse in feet	54981004
body pain	82991003
have no energy	248274002
pains in my hip	49218002
cpk spike	166717003
working memory and short-term memory loss	247592009
calves hurt	300954003
difficulty walking due to swelling in legs	228158008
muscle pain lower back	279039007
tingling in the soles of my feet	62507009
heavy menstral bleeding with clots even though i had just finished my cycle a week before	386692008
fingers twitching	60238002
muscule pain	68962001
leg heaviness	161873000
muscle pain in left arm	288228002
elevated bloodb pressure	38341003
severe cramping in my back	203095000
some concentration problems	26329005
difficult to concentrate	26329005
no sex drive	8357008
zombie like tired	224960004
severe fatigue in my body	84229001
