pain in the shoulder	45326000
intense heart pain	29857009
muscles cramp	55300003
gas pains in back	271832001
persistent triedness	267032009
very bad pain in my muscles	68962001
excess gas	162076009
chronic muscle pain	68962001
stomach irritation	162059005
inability to think fast enough	247640008
sore knees	30989003
pain in lower back	279039007
tingling hands	309086004
foot pain	47933007
bled heavily	131148009
pains in hands	53057004
legs painful to the touch	10601006
finger pins and needles	62507009
aches in legs	10601006
can't sleep	193462001
tylenol	3080011000036109
heart issues	56265001
very blurred vision	246636008
cq10	77424011000036100
restricted movement	70733008
numbness in my feet	309538000
losing muscle	88092000
pain bad	22253000
muscle pain in neck	81680005
muscles very tight	250069006
major cramps	55300003
sleeplesness	193462001
pain in neck	81680005
facial swelling	278528006
felt like i had lead in my legs	161873000
flu-symptoms	95891005
geneal aches and pains	162076009
elbows would burn like fire	90673000
heels hurt	2733002
exhaustion	60119000
my hips hurt on both sides	49218002
hip pain	49218002
muscle pain in hip	49218002
low energy	248274002
muscles have diminished	88092000
period cramps	431416001
severe heart disease	56265001
flatulence	267052005
body cramps	55300003
back spasms	203095000
tingling in feet	62507009
stomach trouble, or cramps	51197009
numbness	44077006
lowering of energy	248274002
body pain	82991003
barely remember anything that has happened recently	386807006
acute pain in both feet	47933007
hair falling out	278040002
growing depression	35489007
mild aches	82991003
slight swelling of cheeks	278528006
could barely move	8510008
less muscle mass	88092000
weariness of the leg muscles	80449002
not being able to concentrate	60032008
pain in arms	102556003
skin itchiness	418363000
movement restriction	70733008
stomach cramping	51197009
muscle twitching in both arms	60238002
started going numb legs	309537005
diarrhoa	62315008
persistent feeling of tiredness	267032009
type ii diabetes	44054006
ears ringing	162352007
difficulty walking due to swelling in legs	228158008
muscle knots up	55300003
diarrhoea	62315008
severe myopathy	129565002
pain in my neck	81680005
my head was foggy	419723007
shrinking muscels neck	88092000
gas	162076009
massive diarrhea	62315008
liver enzymes were elevated	166643006
excrutiation pain throughout my entire body	67849003
swelling face	278528006
calf pains	300954003
loss the will to do anything	277521002
high liver enzyme	166643006
feel like an airhead	419723007
muscle wasting in the arms	88092000
acute muscle pain	68962001
hard to pick up feet	228158008
blood sugar elevated	166892002
tachycardia	3424008
pain in bottom of feet	47933007
strange poisen-ivy like rash on chest and breast	271807003
poor concentration	26329005
dioreaha	62315008
itchy	418290006
high blood pressure	38341003
stiffness in legs	225609009
type 11 diabetic	44054006
put weight on suddenly for no reason	8943002
severe headaches	25064002
gi difficulties	162076009
loss of range of motion	70733008
pain in major joints	57676002
foot cramps	102551008
muscle pain	68962001
mood swings	18963009
difficulty walking	228158008
pain in my knee	30989003
terrible pains in ankle	247373008
loss of endurance	248277009
decrease in muscle strength	26544005
little blurred vision	246636008
sensations of tingling in my legs	429783005
always exhausted	60119000
mental confusion	40917007
pain in the leg	10601006
rashes appear	271807003
direar	62315008
lack of strength	26544005
went down muscles	26544005
muscles ached	68962001
extreme moodiness	286641001
very shaky	26079004
terrible pain in shoulders	45326000
no amount of sleep makes me feel rested	77692006
my heart rate jumped to 106	3424008
skin itching sensations all over body	418363000
hert from head to my toe	82991003
ache was extreme, almost unbearable	76948002
vertigo like symptons	399153001
terrible headaches	25064002
flared up tendenitis	34840004
tremendous neck pain	81680005
weak & wobbley ankles	309774006
short-term memory disappeared	247592009
spasms in leg muscles	449917004
burning	90673000
difficulty/shallow breathing	230145002
musclesoreness	68962001
weakened muscle	26544005
lower tendon pain	21545007
tired all the time	267032009
memory weakened	386807006
weight increased	262286000
slight neck pain	81680005
can't walk	282145008
legs always feeling like lead	161873000
tiredness is at a high level	224960004
always feeling tired	60119000
iubrofen	21885011000036105
could not stop shaking	26079004
persistent pain in calf	300954003
pravochol	3848011000036104
diahorea	62315008
plantar fasciitis of my left foot	202882003
unable to focus	60032008
burning ankles	90673000
wanted to vomit	422587007
severe colon cramping	9991008
energy loss	248274002
flatulance	267052005
cramping events in my legs	449917004
hot/heated flushing sensation that began mid-torso and continued up to the top of head (top of scalp started tingling and burning)	238810007
drowsiness	271782001
burning sensations in upper chest	90673000
loss of coherent thought	247640008
skin rash	271807003
stomach cramps	51197009
severe cramping in my back	203095000
simivastatin	21242011000036102
itchiness	418290006
stomack pains	271681002
needed to rest every few minutes	84229001
sore feet	47933007
arms weak	309774006
muscle atrophy	88092000
mmdepression	35489007
aching in shoulders	267949000
ackey leg cramps	449918009
couldnt remember anything	386807006
cramps in calves	250084002
twitching around my mouth	249966004
pain in ankles	247373008
pain was too severe	76948002
felt weak	13791008
very sore muscle pain in both shoulders	288226003
cannot walk even a short distance due to pain	282145008
burning sensations in calves	90673000
nerve problems in shoulder	386033004
weakness in his knees	309774006
severn leg cramps	449917004
hand tremors	26079004
chronic elbow pain in both arms	74323005
bad muscle pains	68962001
mussel weakness	26544005
muscle wasting	88092000
blurry vision	246636008
pains in my left knee	30989003
muscle pains	68962001
cramps in my fingers	250082003
pain in my lower back	279039007
stroke	230690007
muscle degenerating	88092000
drive is knocked down	277521002
mental fog	419723007
uterine cramps	29542008
fatigue in arms	80449002
zombie like tired	224960004
limp	16973004
cortozone injections	21779011000036103
aggitated	24199005
artrotec	3384011000036100
in both legs weakness	309774006
headache	25064002
hands are somewhat numb	309521004
permanent damage to my muscles	129565002
knees aches	30989003
irritibility	55929007
mild stroke	230690007
visual deficits	63102001
deep depression	35489007
pains in legs	10601006
sore muscles	68962001
ball of my left foot was so painful	47933007
thighs sore	78514002
weakness	13791008
muscle pain in right hip	49218002
decreased energy	248274002
muscle aches in my neck	81680005
horrible pain	76948002
could not sleep well	301345002
fatigue in forearms	80449002
muscle pains in my hips	288230000
weakness in arms	309774006
constant itching	418290006
light nausea	422587007
seriously upset my stomach	162059005
taking one's appetite for sex away	8357008
stomache aches	271681002
can't walk up stairs	165247006
make me so tired	224960004
my feet hurt	47933007
burning of ankles	90673000
legs felt like they had run a marathon	80449002
headaches	25064002
difficulty to walk	228158008
declining physical ability	13791008
cramping in wrists & hands	250082003
the heel i couldn't walk on very well	228158008
heel pain	2733002
moderate stomach pain	271681002
feel like i am in a fog	419723007
foggy mental state	419723007
numness aching feeling to my left arm	298753001
decreased libdo	8357008
had no energy	248274002
chronic bone/joint pain	57676002
blood began showing up in my urine	34436003
stiff quad area	225609009
terrible, migratory joint pain all over my body	68962001
tylenol pm	3080011000036109
no concentration	60032008
parkinson/s	49049000
burning sensations in shoulders	90673000
foggy-headedness	419723007
agitation	24199005
increased menstruation	386692008
constant fatigue	84229001
pain in my hands	53057004
difficulty thinking	247640008
very irritable	55929007
ubiquinol	77424011000036100
ability to concentrate	60032008
fatigue in legs	80449002
clotting, and horrible periods	386692008
mild flatuelence	267052005
pain in my joints	57676002
very tired	224960004
elevated cpk	166717003
numbness in my hands	309521004
terrible leg cramps	449917004
sore	22253000
forgetful	55533009
servere pain	76948002
comfortably couldn't sleep	301345002
poor balance	387603000
lipiltor	3877011000036101
severe insomnia	193462001
tingling in my shins	62507009
cause me to limp	16973004
severe arthritis	3723001
cramp	55300003
myalgia	68962001
neck pains	81680005
spasms in my back	203095000
pain in my arm	102556003
joint pain (knees)	30989003
memory problem	386807006
leg support weak	309774006
inablity to walk	282145008
pain in back	161891005
slightly heavier menstrual cycle	386692008
intense pain	76948002
memory impaired	386807006
gass	162076009
ankle pain	247373008
feeling tired a lot	267032009
right knee is so painful	30989003
permanent muscle damage	129565002
weakness in muscles	26544005
severe fatigue	84229001
chest pains	29857009
cannot walk more than 5 yards	228158008
aches and pains in my back	161891005
pain in my arm and shoulder	102556003
numbness in all of my toes	309539008
cramping in feet	102551008
urine full of blood	34436003
extreme gas in stomach and intestines	162076009
strokes	230690007
terrible charlie horses	54981004
aches and stiffness knees	249913002
face had swollen up	278528006
migraine	37796009
muscle twitching	60238002
gas pains	271832001
leg muscle discomfort	68962001
pains all over body	82991003
breathing problems	230145002
blured vision	246636008
intestinal pain	9991008
pain in almost every muscle	68962001
general depression	162076009
cq-10	77424011000036100
toe cramping	449917004
wasting of muscles	88092000
confusion	40917007
muscle weariness in legs	80449002
bit drowsy	271782001
general overal weakness	162076009
heart attack	22298006
constantly weak	13791008
cortisone shots	21779011000036103
rheumatoid arthritis	69896004
feel a bit weird	367391008
numbness in ankles and toes	309537005
overall weak feeling	13791008
aches and pains	82991003
cpk mildly elevated	166717003
sore joints	57676002
every muscle from my waist down was effected	129565002
pain in shoulders	45326000
burning back pain	161891005
gi hemmorage	162076009
muscle problem	129565002
flu like syptoms	95891005
leg heaviness	161873000
aching pain across my shoulders	45326000
irritability	55929007
sore shoulder	45326000
horriable pain that almost throws me down	76948002
weakness in my arms	309774006
weakness in my legs	309774006
abdominal cramping	9991008
severe joint aches	57676002
slightly elevated cpk	166717003
constant muscle tension in legs	250069006
liver enzymes to rise	166643006
severe pain in arm	102556003
could only walk less than 100 meters	8510008
extreme pain	76948002
pulse is still extremely high	86651002
dizzyness	404640003
gas pains back	271832001
ibu	21885011000036105
flu-like syptoms	95891005
pain in both elbows	74323005
calf muscles painful to touch	300954003
slight muscle soreness in arms	288228002
rhuematoid arthritis	69896004
mild cramping	55300003
decreased cognitive skills	386806002
aches	22253000
terrible pain in hips	49218002
developed sore legs	10601006
neck right down to my right shoulder blade is very very sensitive and very very painful	81680005
muscule aches & pains	68962001
sporadic lower abdominal cramping	51197009
prickling,numbness in hand	309521004
drained	13791008
cognitive impairments	386806002
pain in muscles	68962001
rapid heart beat	3424008
muscle aches in thighs	288230000
balance is off at times	387603000
leg calf cramps	250084002
concentration is poor	26329005
pain in hips	49218002
aching joints knees	30989003
right heel became painful	2733002
not concentrating well	60032008
mental fogginess	419723007
upset stomach	162059005
trouble concentrating	26329005
added weight	262286000
muscle pain in shoulders	288226003
tight chest	23924001
menstrual cramps	431416001
vitamins c	77435011000036104
worse headache than usual (i have migraine)	37796009
sleeplessness	193462001
legs were hurting too much	10601006
cramping in calves	250084002
muscle soreness	68962001
